Id,Name,Type,Pic,Localization,Date,H_G_D,Video,Chanel depth,Wind,AIS link,Distance,Atmospheric and oceanographic data,Duration,Notes,Target
67,Pirata de Cies,Passengers,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 14:13:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",4:16,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, Pirata de Cies sailing to Cies islands.",Class_C
58,Eimskip Reefer (interf),RORO,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 14:20:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,Not available,>100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",3:59,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.
Signal in H2, RORO passing with strong mussel boat interference.",Class_D
66,Fishboat,Mussel boat,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 14:27:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:35,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, mussel boat passing with a sailbot (sailing with engine) interfering at the middle of the recording.",Class_A
60,Mar de Cangas (arrives),Passengers,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 14:40:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",5:49,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, at the beggining there's a far crossing with Mar de Onza. Arriving to port at considerable speed.",Class_C
59,Mar de Mouro (arrives),Passengers,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 14:50:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",4:10,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H2, Marde Mouro sailing to port at considerable speed.",Class_C
65,Minho uno (arrives),Passengers,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 14:55:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:43,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, arriving to Cangas port.",Class_C
61,Mar de Cangas (leaves 2),Passengers,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 15:04:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:23,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.
Signal in H3, leaving Cangas port.",Class_C
64,Mar de Onza (leaves),Passengers,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 15:08:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:13,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, leaving Cangas port.",Class_C
68,Sailboat,Sailboat,,Vigo sea loch - Zone 2Clickfor zoom,2013-07-23 15:13:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,12.0,10.5,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",4:57,"Zone 2 - in front of Cangas. Choppy sea. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, recording of the measurements sailboat on his way back to hydrophone pick up.",Class_B
71,Discovery UK,Ocean liner,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 16:05:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,AIS data,>100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:15,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, ocean liner leaving Vigo sea loch. There's no video but there are notes indicating interferences from a motorboat and Playa Beluso fishboat. Small signal and high interferences.",Class_D
77,High speed motorboat,Motorboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 16:15:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",1:32,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, high power motorboat passing.",Class_B
75,Fishboat 1,Fishboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 16:25:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",0:53,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, 8m length fishboat passing. There is some unknown background noise.",Class_A
79,Zodiac,Motorboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 16:40:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",1:39,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, zodiac passing.",Class_B
73,Mari Carmen fishboat,Fishboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 16:45:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:19,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, fishboat Maria del Carmen passing.",Class_A
76,Fishboat 2,Fishboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 17:05:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:57,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, fishboat passing.",Class_A
72,Motorboat 2,Motorboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 17:17:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:03,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, motorboat passing. Possible interference at the end of the recording.",Class_B
74,Saladino Primero,fishboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 17:46:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",2:25,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, fishboat Saladino Primero passing.",Class_A
70,Small yacht,Motorboat,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 18:21:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",NO,14.0,18,Not available,<50,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",1:54,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H2, 6m length yacht passing.",Class_B
69,Costa Voyager,Ocean liner,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 18:30:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,14.0,18,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",6:40,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H2, ocean liner leaving Vigo sea loch. Aprox speed 15 knots.",Class_D
78,Viking Chance,RORO,,Vigo sea loch - Zone 3Clickfor zoom,2013-07-23 18:42:00,"(1,2,3)(2,16,64)(5.5,6.5,7.5)",SI,14.0,18,AIS data,50-100,"Mean air temperature (ºC) 20Maximum air temperature (ºC) 22,7Minimum air temperature (ºC) 17Mean relative humidity (%) 81Maximum relative humidity (%) 93Minimum relative humidity (%) 65Dew temperature (ºC) 16,5Cold hours (7 ºC base) (h) 0Wind speed (km/h) 13,28Streak (km/h) 43,34Streak direction (Degrees) 4Main wind direction(Degrees) 225Rain (L/m2) 0",3:08,"Vigo sea loch - Zone 3 - in front of Alcabre beach. 
Recording with better gain without clipping is presented. Other signals available.

Signal in H3, big RORO passing followed by the pilot ship.",Class_D
85,Natural ambient noise sample 1,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(1)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:25,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
86,Natural ambient noise sample 2,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(32)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:39,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
87,Natural ambient noise sample 3,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(64)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:38,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
88,Natural ambient noise sample 4,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(1)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:33,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
89,Natural ambient noise sample 5,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(32)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:33,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
90,Natural ambient noise sample 6,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(64)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:31,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
91,Natural ambient noise sample 7,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(64)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,0:34,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
92,Natural ambient noise sample 8,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 00:00:00,(1)(64)(4.5),Not available,7.5,Not available,AIS data,<50,Not available,1:07,"Natural ambient noise measurement in Cortegada platform.
Random sample measurement.",Class_E
81,Maximum Flow,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-25 15:06:00,(1)(64)(4.5),No,7.5,5.29,Not available,<50m,Flow - 27.25 cm/sRain  0Wave  1.2mWind  5.29m/s,2:00,Natural ambient noise measurement in Cortegada platform.Maximum flow result measured during this campaign.,Class_E
83,Maximum wave,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-27 01:06:00,(1)(64)(4.5),No,7.5,1.93,Not available,<50m,Flow - 6.4 cm/sRain  0 L/m2Wave  2mWind  1.93m/s,2:00,Natural ambient noise measurement in Cortegada platform.Maximum wave result measured during this campaign.,Class_E
82,Maximum rain,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-27 04:06:00,(1)(64)(4.5),No,7.5,3.34,Not available,<50m,"Flow - 11,42 cm/sRain  2.9 L/m2Wave  1.5mWind  3.34m/s",2:00,Natural ambient noise measurement in Cortegada platform.Maximum rain result measured during this campaign.,Class_E
84,Maximum wind,Natural ambient noise,,Intecmar weather stationClickfor zoom,2013-09-27 05:06:00,(1)(64)(4.5),No,7.5,12.21,Not available,<50m,Flow - 12 cm/sRain  0.1 L/m2Wave  1.5mWind  12.21m/s,2:00,Natural ambient noise measurement in Cortegada platform.Maximum wind result measured during this campaign.,Class_E
93,Moanha tests sample 1,Dredger,,Moanha dredger test,2014-03-06 00:00:00,"(3),(16),(5)",No,12.0,Not available,AIS data,100 m,Not available,0:30,"Dredger Adricristuy recording during Moanha measurements campaign for ECODRAGA project.

Sea bottom was basically mud.",
94,Moanha tests sample 2,Dredger,,Moanha dredger test,2014-03-06 00:00:00,"(2),(16),(5)",No,12.0,Not available,AIS data,100 m,Not available,0:50,"Dredger Adricristuy recording during Moanha measurements campaign for ECODRAGA project.

Sea bottom was basically mud.",
95,Moanha tests sample 3,Dredger,,Moanha dredger test,2014-03-06 00:00:00,"(2),(16),(5)",No,12.0,Not available,AIS data,100 m,Not available,1:00,"Dredger Adricristuy recording during Moanha measurements campaign for ECODRAGA project.

Sea bottom was basically mud.",
96,Moanha tests sample 4,Dredger,,Moanha dredger test,2014-03-06 00:00:00,"(2),(16),(5)",No,12.0,Not available,AIS data,100 m,Not available,1:02,"Dredger Adricristuy recording during Moanha measurements campaign for ECODRAGA project.

Sea bottom was basically mud.",
